sku,codice_prodotto,nome_capo,taglia,colore,stock_disponibile,fonte
HEE-PALERMO-L-AZZ,HEE-071,Palermo,L,AZZURRO,2,inventario
HEE-PALERMO-S-NER,HEE-071,Palermo,S,NERO,2,inventario
HEE-PALERMO-M-NER,HEE-071,Palermo,M,NERO,5,inventario
HEE-PALERMO-L-NER,HEE-071,Palermo,L,NERO,3,inventario
HEE-PALERMO-S-COR,HEE-071,Palermo,S,CORDA,0,inventario
HEE-PALERMO-M-COR,HEE-071,Palermo,M,CORDA,1,inventario
HEE-PALERMO-L-COR,HEE-071,Palermo,L,CORDA,0,inventario
HEE-PARIGI-XS-NER,HEE-072,Parigi,XS,NERO,2,inventario
HEE-PARIGI-S-NER,HEE-072,Parigi,S,NERO,2,inventario
HEE-PARIGI-M-NER,HEE-072,Parigi,M,NERO,1,inventario
HEE-PARIGI-XS-BIA,HEE-072,Parigi,XS,BIANCO,1,inventario
HEE-PARIGI-S-BIA,HEE-072,Parigi,S,BIANCO,2,inventario
HEE-PARIGI-M-BIA,HEE-072,Parigi,M,BIANCO,2,inventario
HEE-PECHINO-S-COR,HEE-073,Pechino,S,CORDA,1,inventario
HEE-PECHINO-M-COR,HEE-073,Pechino,M,CORDA,1,inventario
HEE-PECHINO-L-COR,HEE-073,Pechino,L,CORDA,1,inventario
HEE-PECHINO-XL-COR,HEE-073,Pechino,XL,CORDA,1,inventario
HEE-PECHINO-S-CRE,HEE-073,Pechino,S,CREMA,0,inventario
HEE-PECHINO-M-CRE,HEE-073,Pechino,M,CREMA,2,inventario
HEE-PECHINO-L-CRE,HEE-073,Pechino,L,CREMA,1,inventario
HEE-PECHINO-XL-CRE,HEE-073,Pechino,XL,CREMA,1,inventario
HEE-PECHINO-S-NER,HEE-073,Pechino,S,NERO,2,inventario
HEE-PECHINO-M-NER,HEE-073,Pechino,M,NERO,2,inventario
HEE-PECHINO-L-NER,HEE-073,Pechino,L,NERO,2,inventario
HEE-PECHINO-XL-NER,HEE-073,Pechino,XL,NERO,2,inventario
HEE-POSITANO-XS-NER,HEE-074,Positano,XS,NERO,1,inventario
HEE-POSITANO-S-NER,HEE-074,Positano,S,NERO,1,inventario
HEE-POSITANO-M-CRE,HEE-074,Positano,M,CREMA,1,inventario
HEE-PRAGA-TU-NER,HEE-075,Praga,TU,NERO,2,inventario
HEE-PRAGA-TU-BIA,HEE-075,Praga,TU,BIANCO,4,inventario
HEE-PRAGA-TU-PIO,HEE-075,Praga,TU,PIOMBO,1,inventario
HEE-PRAGA-TU-CAM,HEE-075,Praga,TU,CAMMELLO,4,inventario
HEE-RIO-TU-NER,HEE-076,Rio,TU,NERO,2,inventario
HEE-RIO-TU-CRE,HEE-076,Rio,TU,CREMA,3,inventario
HEE-RIO-TU-CIO,HEE-076,Rio,TU,CIOCCOLATO,4,inventario
HEE-ROMA-M-AZZ,HEE-077,Roma,M,AZZURRO,3,inventario
HEE-ROMA-L-AZZ,HEE-077,Roma,L,AZZURRO,4,inventario
HEE-ROMA-XL-AZZ,HEE-077,Roma,XL,AZZURRO,4,inventario
HEE-ROMA-M-NER,HEE-077,Roma,M,NERO,2,inventario
HEE-ROMA-L-NER,HEE-077,Roma,L,NERO,4,inventario
HEE-ROMA-XL-NER,HEE-077,Roma,XL,NERO,3,inventario
HEE-ROMA-M-SAL,HEE-077,Roma,M,SALMONE,2,inventario
HEE-ROMA-L-SAL,HEE-077,Roma,L,SALMONE,2,inventario
HEE-ROMA-XL-SAL,HEE-077,Roma,XL,SALMONE,2,inventario
HEE-ROMA-M-CRE,HEE-077,Roma,M,CREMA,0,inventario
HEE-ROMA-L-CRE,HEE-077,Roma,L,CREMA,0,inventario
HEE-ROMA-XL-CRE,HEE-077,Roma,XL,CREMA,0,inventario
HEE-ROMA-M-COR,HEE-077,Roma,M,CORDA,0,inventario
HEE-ROMA-L-COR,HEE-077,Roma,L,CORDA,2,inventario
HEE-ROMA-XL-COR,HEE-077,Roma,XL,CORDA,2,inventario
HEE-ROMA-M-BIA,HEE-077,Roma,M,BIANCO,0,inventario
HEE-ROMA-L-BIA,HEE-077,Roma,L,BIANCO,0,inventario
HEE-ROMA-XL-BIA,HEE-077,Roma,XL,BIANCO,1,inventario
HEE-SAL-S-NER,HEE-078,Sal,S,NERO,2,inventario
HEE-SAL-M-NER,HEE-078,Sal,M,NERO,3,inventario
HEE-SAL-L-NER,HEE-078,Sal,L,NERO,1,inventario
HEE-SAL-S-PIO,HEE-078,Sal,S,PIOMBO,3,inventario
HEE-SAL-M-PIO,HEE-078,Sal,M,PIOMBO,3,inventario
HEE-SAL-L-PIO,HEE-078,Sal,L,PIOMBO,1,inventario
HEE-SAL-S-CIO,HEE-078,Sal,S,CIOCCOLATO,1,inventario
HEE-SAL-M-CIO,HEE-078,Sal,M,CIOCCOLATO,3,inventario
HEE-SAL-L-CIO,HEE-078,Sal,L,CIOCCOLATO,1,inventario
HEE-SANDIEGO-S-BIA,HEE-079,San Diego,S,BIANCO,2,inventario
HEE-SANDIEGO-L-BIA,HEE-079,San Diego,L,BIANCO,3,inventario
HEE-SANDIEGO-S-NER,HEE-079,San Diego,S,NERO,2,inventario
HEE-SANDIEGO-L-NER,HEE-079,San Diego,L,NERO,4,inventario
HEE-SANDIEGO-S-CAM,HEE-079,San Diego,S,CAMMELLO,3,inventario
HEE-SANDIEGO-L-CAM,HEE-079,San Diego,L,CAMMELLO,5,inventario
HEE-SANDIEGO-S-GRI,HEE-079,San Diego,S,GRIGIO C.,1,inventario
HEE-SANDIEGO-L-GRI,HEE-079,San Diego,L,GRIGIO C.,2,inventario
HEE-SANDIEGO-S-MOR,HEE-079,San Diego,S,MORO,2,inventario
HEE-SANDIEGO-L-MOR,HEE-079,San Diego,L,MORO,3,inventario
HEE-SANFRANC-S-NER,HEE-080,San Francisco,S,NERO,5,inventario
HEE-SANFRANC-M-NER,HEE-080,San Francisco,M,NERO,2,inventario
HEE-SANFRANC-L-NER,HEE-080,San Francisco,L,NERO,4,inventario
HEE-SANFRANC-S-BIA,HEE-080,San Francisco,S,BIANCO,5,inventario
HEE-SANFRANC-M-BIA,HEE-080,San Francisco,M,BIANCO,4,inventario
HEE-SANFRANC-L-BIA,HEE-080,San Francisco,L,BIANCO,3,inventario
HEE-SANFRANC-S-CAM,HEE-080,San Francisco,S,CAMMELLO,5,inventario
HEE-SANFRANC-M-CAM,HEE-080,San Francisco,M,CAMMELLO,4,inventario
HEE-SANFRANC-L-CAM,HEE-080,San Francisco,L,CAMMELLO,5,inventario
HEE-SANFRANC-S-GRI,HEE-080,San Francisco,S,GRIGIO C.,2,inventario
HEE-SANFRANC-M-GRI,HEE-080,San Francisco,M,GRIGIO C.,1,inventario
HEE-SANFRANC-L-GRI,HEE-080,San Francisco,L,GRIGIO C.,4,inventario
HEE-SANFRANC-S-MOR,HEE-080,San Francisco,S,MORO,4,inventario
HEE-SANFRANC-M-MOR,HEE-080,San Francisco,M,MORO,2,inventario
HEE-SANFRANC-L-MOR,HEE-080,San Francisco,L,MORO,2,inventario
HEE-SIBERIA-M-NER,HEE-081,Siberia,M,NERO,4,inventario
HEE-SINGAPOR-S-NER,HEE-082,Singapore,S,NERO,1,inventario
HEE-SINGAPOR-S-CRE,HEE-082,Singapore,S,CREMA,1,inventario
HEE-SINGAPOR-M-CRE,HEE-082,Singapore,M,CREMA,1,inventario
HEE-SIVIGLIA-M-NER,HEE-083,Siviglia,M,NERO,2,inventario
HEE-SIVIGLIA-L-NER,HEE-083,Siviglia,L,NERO,1,inventario
HEE-SIVIGLIA-XL-NER,HEE-083,Siviglia,XL,NERO,1,inventario
HEE-SIVIGLIA-M-BIA,HEE-083,Siviglia,M,BIANCO,0,inventario
HEE-SIVIGLIA-L-BIA,HEE-083,Siviglia,L,BIANCO,1,inventario
HEE-SIVIGLIA-XL-BIA,HEE-083,Siviglia,XL,BIANCO,1,inventario
HEE-SIVIGLIA-M-PIO,HEE-083,Siviglia,M,PIOMBO,1,inventario
HEE-SIVIGLIA-L-PIO,HEE-083,Siviglia,L,PIOMBO,0,inventario
HEE-SIVIGLIA-XL-PIO,HEE-083,Siviglia,XL,PIOMBO,1,inventario
HEE-SIVIGLIA-M-CAM,HEE-083,Siviglia,M,CAMMELLO,1,inventario
HEE-SIVIGLIA-L-CAM,HEE-083,Siviglia,L,CAMMELLO,1,inventario
HEE-SIVIGLIA-XL-CAM,HEE-083,Siviglia,XL,CAMMELLO,1,inventario
HEE-SYDNEY-L-BIA,HEE-084,Sydney,L,BIANCO,1,inventario
HEE-SYDNEY-XL-BIA,HEE-084,Sydney,XL,BIANCO,0,inventario
HEE-SYDNEY-L-CAM,HEE-084,Sydney,L,CAMMELLO,1,inventario
HEE-SYDNEY-XL-CAM,HEE-084,Sydney,XL,CAMMELLO,3,inventario
HEE-SYDNEY-L-NER,HEE-084,Sydney,L,NERO,0,inventario
HEE-SYDNEY-XL-NER,HEE-084,Sydney,XL,NERO,3,inventario
HEE-TAORMINA-TU-BIA,HEE-085,Taormina,TU,BIANCO,3,inventario
HEE-TAORMINA-TU-NER,HEE-085,Taormina,TU,NERO,3,inventario
HEE-TAORMINA-TU-CIO,HEE-085,Taormina,TU,CIOCCOLATO,3,inventario
HEE-TENERIFE-M-NER,HEE-086,Tenerife,M,NERO,0,inventario
HEE-TENERIFE-L-NER,HEE-086,Tenerife,L,NERO,2,inventario
HEE-TENERIFE-XL-NER,HEE-086,Tenerife,XL,NERO,1,inventario
HEE-TENERIFE-M-BIA,HEE-086,Tenerife,M,BIANCO,1,inventario
HEE-TENERIFE-L-BIA,HEE-086,Tenerife,L,BIANCO,2,inventario
HEE-TENERIFE-XL-BIA,HEE-086,Tenerife,XL,BIANCO,0,inventario
HEE-TENERIFE-M-AZZ,HEE-086,Tenerife,M,AZZURRO,2,inventario
HEE-TENERIFE-L-AZZ,HEE-086,Tenerife,L,AZZURRO,1,inventario
HEE-TENERIFE-XL-AZZ,HEE-086,Tenerife,XL,AZZURRO,2,inventario
HEE-TENERIFE-M-SAL,HEE-086,Tenerife,M,SALMONE,3,inventario
HEE-TENERIFE-L-SAL,HEE-086,Tenerife,L,SALMONE,1,inventario
HEE-TENERIFE-XL-SAL,HEE-086,Tenerife,XL,SALMONE,2,inventario
HEE-TENERIFE-M-CRE,HEE-086,Tenerife,M,CREMA,1,inventario
HEE-TENERIFE-L-CRE,HEE-086,Tenerife,L,CREMA,0,inventario
HEE-TENERIFE-XL-CRE,HEE-086,Tenerife,XL,CREMA,0,inventario
HEE-TOKYO-M-NER,HEE-087,Tokyo,M,NERO,1,inventario
HEE-TOKYO-XL-NER,HEE-087,Tokyo,XL,NERO,2,inventario
HEE-TOKYO-M-BIA,HEE-087,Tokyo,M,BIANCO,2,inventario
HEE-TOKYO-XL-BIA,HEE-087,Tokyo,XL,BIANCO,4,inventario
HEE-TOKYO-M-CAM,HEE-087,Tokyo,M,CAMMELLO,3,inventario
HEE-TOKYO-XL-CAM,HEE-087,Tokyo,XL,CAMMELLO,2,inventario
HEE-TORONTO-TU-GRI,HEE-088,Toronto,TU,GRIGIO,0,inventario
HEE-TORONTO-XS-GRI,HEE-088,Toronto,XS,GRIGIO,0,inventario
HEE-TORONTO-S-GRI,HEE-088,Toronto,S,GRIGIO,0,inventario
HEE-TORONTO-M-GRI,HEE-088,Toronto,M,GRIGIO,3,inventario
HEE-TORONTO-L-GRI,HEE-088,Toronto,L,GRIGIO,0,inventario
HEE-TORONTO-XL-GRI,HEE-088,Toronto,XL,GRIGIO,0,inventario
HEE-TORONTO-XXL-GRI,HEE-088,Toronto,XXL,GRIGIO,0,inventario
HEE-VENEZIA-M-NER,HEE-089,Venezia,M,Nero,1,inventario giugno 2026 (file OK)
HEE-VERSAILL-S-GRI,HEE-090,Versailles,S,GRIGIO TF.,1,inventario
HEE-VERSAILL-M-GRI,HEE-090,Versailles,M,GRIGIO TF.,1,inventario
HEE-VERSAILL-L-GRI,HEE-090,Versailles,L,GRIGIO TF.,1,inventario
HEE-VERSAILL-XL-GRI,HEE-090,Versailles,XL,GRIGIO TF.,1,inventario
HEE-VERSAILL-S-CIO,HEE-090,Versailles,S,CIOCO   TF.,0,inventario
HEE-VERSAILL-M-CIO,HEE-090,Versailles,M,CIOCO   TF.,0,inventario
HEE-VERSAILL-L-CIO,HEE-090,Versailles,L,CIOCO   TF.,7,inventario
HEE-VERSAILL-XL-CIO,HEE-090,Versailles,XL,CIOCO   TF.,7,inventario
HEE-VIENNA-XS-NER,HEE-091,Vienna,XS,NERO,2,inventario
HEE-VIENNA-M-NER,HEE-091,Vienna,M,NERO,3,inventario
HEE-VIENNA-XS-BIA,HEE-091,Vienna,XS,BIANCO,2,inventario
HEE-VIENNA-M-BIA,HEE-091,Vienna,M,BIANCO,3,inventario
HEE-VIENNA-XS-PIO,HEE-091,Vienna,XS,PIOMBO,3,inventario
HEE-VIENNA-M-PIO,HEE-091,Vienna,M,PIOMBO,0,inventario
HEE-VIENNA-XS-CAM,HEE-091,Vienna,XS,CAMMELLO,3,inventario
HEE-VIENNA-M-CAM,HEE-091,Vienna,M,CAMMELLO,3,inventario
HEE-VIRGINIA-S-NER,HEE-092,Virginia,S,NERO,0,inventario
HEE-VIRGINIA-M-NER,HEE-092,Virginia,M,NERO,0,inventario
HEE-VIRGINIA-L-NER,HEE-092,Virginia,L,NERO,0,inventario
HEE-VIRGINIA-S-PIO,HEE-092,Virginia,S,PIOMBO,3,inventario
HEE-VIRGINIA-M-PIO,HEE-092,Virginia,M,PIOMBO,4,inventario
HEE-VIRGINIA-L-PIO,HEE-092,Virginia,L,PIOMBO,0,inventario
HEE-VIRGINIA-S-CRE,HEE-092,Virginia,S,CREMA,4,inventario
HEE-VIRGINIA-M-CRE,HEE-092,Virginia,M,CREMA,4,inventario
HEE-VIRGINIA-L-CRE,HEE-092,Virginia,L,CREMA,1,inventario
HEE-VIRGINIA-S-CIO,HEE-092,Virginia,S,CIOCCOLATO,4,inventario
HEE-VIRGINIA-M-CIO,HEE-092,Virginia,M,CIOCCOLATO,2,inventario
HEE-VIRGINIA-L-CIO,HEE-092,Virginia,L,CIOCCOLATO,1,inventario
HEE-ZURIGO-TU-GRI,HEE-093,Zurigo,TU,GRIGIO,0,inventario
HEE-ZURIGO-XS-GRI,HEE-093,Zurigo,XS,GRIGIO,0,inventario
HEE-ZURIGO-S-GRI,HEE-093,Zurigo,S,GRIGIO,0,inventario
HEE-ZURIGO-M-GRI,HEE-093,Zurigo,M,GRIGIO,4,inventario
HEE-ZURIGO-L-GRI,HEE-093,Zurigo,L,GRIGIO,0,inventario
HEE-ZURIGO-XL-GRI,HEE-093,Zurigo,XL,GRIGIO,0,inventario
